candidate_id,source,composer_normalized,title,actual_grade,actual_grade_source,predicted_grade,model_version,p_G3,p_G5,p_G6,p_G7,p_G8,p_G9
pdmx:QmVzg4ZsaszAVuzHoRwgfQHN5ViR9uDXJmCMAuJTr6Wnp6,pdmx,Francisco Tárrega,Preludio No. 12,,,5,dummy-v0,0.012,0.495,0.304,0.130,0.059,0.000
pdmx:QmW1FKciALQei7DAFjTB3e35LvyKsyPRJg7DuF96ohZuSN,pdmx,Pee-Wee Ellis,The Chicken,,,3,dummy-v0,0.646,0.353,0.000,0.000,0.000,0.000
pdmx:QmW6PaaVVCvmfFGXtNxdmsfuvAqWo4xLnjmwNGTVh56AYx,pdmx,Erik Satie,Gnossienne N°2,,,7,dummy-v0,0.000,0.097,0.129,0.511,0.263,0.000
pdmx:QmW8tgNtR1nZyocfLdbfSB75Lo3ytCrSCzBvRTqEfcjbSk,pdmx,Antonio Cano,Estudo  em G,,,3,dummy-v0,0.897,0.037,0.036,0.026,0.005,0.000
pdmx:QmW8ujJSiehjRpcuBhjJSSxLieXRGpnTurebXEmeRAhqTM,pdmx,Abel Fleury,Milongueo Del Ayer,,,5,dummy-v0,0.027,0.574,0.191,0.111,0.097,0.000
pdmx:QmWC4Np1BdrpnfNmgaGqX1thh9VbXvNdSpD8L73ikg4YuC,pdmx,H.Purcel,Minuet,,,7,dummy-v0,0.001,0.221,0.321,0.453,0.004,0.000
pdmx:QmWFPyPQoYyYG8rnxGPRhwu3EoyuBeJ6DNV8XX4CnDZ5Ns,pdmx,Francisco Tárrega,Preludio Scherzando,,,5,dummy-v0,0.026,0.337,0.245,0.218,0.173,0.000
pdmx:QmWNTnas7hfJzJLPCUk5xjneZrdm8uVi4CR4R8BZT6z1YS,pdmx,Ferndinando Carulli,"Andante Op. 241, No. 18",,,3,dummy-v0,0.886,0.022,0.056,0.032,0.004,0.000
pdmx:QmWNgyRVqjUeZjhvp5VCgpHcP4uqbB365RZps7NaBEv8C4,pdmx,Joep Wanders,The Spirit Of The Old Druid,,,5,dummy-v0,0.213,0.606,0.065,0.080,0.036,0.000
pdmx:QmWULNNBpvkzEyv4mStgqEMjqDQHJGf9VLAAgb6Lz8RCqY,pdmx,a,a,,,5,dummy-v0,0.201,0.449,0.193,0.126,0.031,0.000
pdmx:QmWUU3iiqd6Mu7c6Srq5wyAYbqdsuLbduoxiqi4tdfBfDS,pdmx,Bach,"Christus, der ist mein Leben",,,7,dummy-v0,0.063,0.011,0.137,0.764,0.025,0.000
pdmx:QmWVM75XXm9pJiArMHXU3qoEUD6uiAxCik7WoJcqzNgrqP,pdmx,Francisco Tárrega,Estudio En Forma De Minuetto,,,6,dummy-v0,0.000,0.005,0.749,0.239,0.007,0.000
pdmx:QmWWRNBV2uCdFpbiLvw3GKYUCg7yizVGGHmdUP9H6EQwEd,pdmx,Giulio Regondi,Introduction et Caprice,,,6,dummy-v0,0.000,0.000,1.000,0.000,0.000,0.000
pdmx:QmWWU9PtSFyA6M9nP3hu2X9jDj7vfUGPmYmafD3XsA4qTV,pdmx,Francisco Tárrega,Preludio,,,5,dummy-v0,0.148,0.409,0.206,0.111,0.127,0.000
pdmx:QmWaofCuXJVnHT5nMuxCG74rbVNYm9BykFiqyfiNrGWssQ,pdmx,Mauro Giuliani,Opus 078_5 divertissemens no 4,,,6,dummy-v0,0.190,0.048,0.478,0.202,0.082,0.000
pdmx:QmWbSyvDd7AwkTHhTsRmK8JeixLLJTGQHfokVJRAtDYyY2,pdmx,Alan Silvestri,The Real Hero,,,5,dummy-v0,0.016,0.636,0.169,0.111,0.069,0.000
pdmx:QmWeJtSRRakJiC7xTda5xsD9FfDkJPEEnadAEBF4PSEJWG,pdmx,Francisco Tárrega,Andantino,,,8,dummy-v0,0.002,0.193,0.146,0.246,0.412,0.000
pdmx:QmWnSisqkALKEb9SrQyLshxzo7cBzcU2aRisJdBaYxsMyd,pdmx,edited by Harald Huebner,PRELUDE,,,6,dummy-v0,0.008,0.225,0.536,0.176,0.055,0.000
pdmx:QmWtAZy9s5fcVwL2rqfT1Nio5HENPme2v684VbnkaRv33X,pdmx,Mauro Giuliani,Opus 059_5 divertissemens no 5,,,3,dummy-v0,0.962,0.008,0.013,0.017,0.000,0.000
pdmx:QmWtkrMCJJiNttmZv42GTZptNoiL6wuJWCx2bSZJobFyfP,pdmx,Henry Purcell,Air in A Minor,,,5,dummy-v0,0.002,0.384,0.295,0.235,0.084,0.000
pdmx:QmWto2D9mb4YV1KZXWYaEipQ7UgfgFu4MnccLoYZsp1TVu,pdmx,G. Sanz,Espagnoleta,,,5,dummy-v0,0.035,0.648,0.146,0.068,0.102,0.000
pdmx:QmWvkp1mCnkVA4o9JnFBMjEJfrqnwLiib8mpq2ZvWYsCdu,pdmx,Chopin,Sonata,,,5,dummy-v0,0.004,0.626,0.223,0.081,0.066,0.000
pdmx:QmWyX6pVc9WKreXpVYUG5kJAUS52uAQUdDhgQoPLQTKhpZ,pdmx,Franz Gruber Arr. Nathan Ramos,Silent Night,,,6,dummy-v0,0.019,0.269,0.355,0.322,0.036,0.000
pdmx:QmX1fbDzctTn14VXE2T9QHDrtUfUTNtGEJbbML5hrATrrS,pdmx,Isaac Albéniz,Cadiz,,,7,dummy-v0,0.000,0.012,0.089,0.888,0.011,0.000
pdmx:QmXABm8A5AsGpiSfZ41nUnzmWeEZmKeprdUSimms4PYKeo,pdmx,Isaac Albéniz,Rumores de la Caleta,,,7,dummy-v0,0.000,0.014,0.009,0.977,0.000,0.000
pdmx:QmXEXKcc6UJx1m2v7U4stEPdYs4epXzU4oV8iUx57bbj8G,pdmx,Domenico Scarlatti,Sonate K. 77,,,6,dummy-v0,0.000,0.000,0.702,0.298,0.000,0.000
pdmx:QmXJWWYERVS7xV3NiNahPD9VRTw1pMcawAPuBMnXRC1FAp,pdmx,Chopin,nocturne 27:2,,,7,dummy-v0,0.000,0.001,0.088,0.905,0.007,0.000
pdmx:QmXP2B1iUVx9XatDL1sgg6cY6ee9r4c9tyVDjMyDaXiidi,pdmx,Brownie McGhee,Good Morning Blues,,,3,dummy-v0,0.418,0.024,0.275,0.210,0.074,0.000
pdmx:QmXRhhmqv4QzeZ3pNuhkZoR6pDdQz77o4sppZRuCN5XJJG,pdmx,Django Reinhardt,Tears,,,8,dummy-v0,0.000,0.276,0.121,0.165,0.438,0.000
pdmx:QmXU6rU99GQM2F14crKaZzkABA17yoQ4WAmQ76mAK3hLw3,pdmx,M. CARCASSI,ALLEGRETO,,,5,dummy-v0,0.179,0.552,0.148,0.077,0.045,0.000
pdmx:QmXf8LWRUiQ9bfSvrTw6dArzYbc5kHmKGLCre65SBiNURF,pdmx,J. Denver,Annie's Song,,,5,dummy-v0,0.001,0.729,0.099,0.137,0.034,0.000
pdmx:QmXh2yRcGMHWaSt7wYUJ34JedGBAWirJCmhnEoAP8orFV3,pdmx,Carl-Axel Dominique,Välfärdsresan,,,5,dummy-v0,0.381,0.619,0.000,0.000,0.000,0.000
pdmx:QmXppCvmiupjezyUXTptoosT1ApnMcnCWdGwDUYJtAMyo7,pdmx,John Dowland,My Lady Hunsdon's Puffe,,,7,dummy-v0,0.103,0.110,0.166,0.404,0.217,0.000
pdmx:QmXpsZ4P2LSKMuhQVkaw2C9XQJD1DbiE1VnXS5JJCaxq9P,pdmx,Billy Joel,Piano Man,,,5,dummy-v0,0.050,0.471,0.262,0.191,0.025,0.000
pdmx:QmXsA4Zg7js9btxkdqiDw8PQecLu8HT597gfCzS6ehvsRv,pdmx,Francisco Tárrega,Estudio,,,5,dummy-v0,0.000,0.496,0.286,0.150,0.068,0.000
pdmx:QmXtyvJhbjHr6ncnMPPD8rtADBJ8sMn98pHbeLHbex4ZSp,pdmx,Agustín Barrios Mangoré,Un sueño en la Floresta,,,7,dummy-v0,0.000,0.001,0.017,0.977,0.005,0.000
pdmx:QmXzse1R1RBgcwy2paU8s8cfX2mwYN3zkHqb9FT53FhJNM,pdmx,Isac Saleh,A Winter's Tale,,,7,dummy-v0,0.001,0.042,0.408,0.482,0.067,0.000
pdmx:QmY3i1RVBJTDYzKe6cGHJkTeqfubTj3awxNRbDccusbB5H,pdmx,Francisco Tárrega,Preludio,,,5,dummy-v0,0.095,0.520,0.149,0.090,0.145,0.000
pdmx:QmY46yYQrxsyNeEeXdY1ZAG5JACPZhVph71iyoj2UvA26n,pdmx,Antonio José,Sonata,,,7,dummy-v0,0.000,0.000,0.011,0.988,0.001,0.000
pdmx:QmY6Ktz2n3e7hhny7p3EQQNrV7gowQpbHymWWCFxLWUAEu,pdmx,Vince Guaraldi,Linus and Lucy,,,8,dummy-v0,0.000,0.003,0.000,0.008,0.989,0.000
pdmx:QmY7rC4HfF4SoS3Ma4283UQo1FE1yq7Df7MYVYRMoQNKGF,pdmx,Ed Sheeran & Jhonny McDaid,PHOTOGRAPH,,,8,dummy-v0,0.000,0.060,0.000,0.060,0.880,0.000
pdmx:QmYByETpqajhUbqSDnz1VkNpSrnV9DG1Szyu315oGbdNRq,pdmx,Luigi Legnani,Caprice No. 18,,,5,dummy-v0,0.045,0.368,0.345,0.196,0.046,0.000
pdmx:QmYCf7VAospnr1Xscr3X8YpQh16CKykPbczhbk4GUAEDmX,pdmx,Francisco Tárrega,Oremus,,,3,dummy-v0,0.351,0.151,0.149,0.156,0.193,0.000
pdmx:QmYDFWwi2V3yUJtJBJKFoTfX1dYa4VJxzsUrFc7DescDTf,pdmx,TheFatRat (feat. Laura Brehm,Monody,,,5,dummy-v0,0.104,0.476,0.099,0.270,0.052,0.000
pdmx:QmYDYPcXyKC55iavxrsdEVDoYpEgSzQHARTsjgaJm2n3xN,pdmx,Matteo Carcassi,2-Rondo,,,7,dummy-v0,0.001,0.196,0.168,0.612,0.023,0.000
pdmx:QmYHc9h9cKTmMu3SVVWFcqAT634HU6C7cumzy5FvSNyiBZ,pdmx,Domenico Scarlatti,Sonate K77,,,7,dummy-v0,0.010,0.090,0.427,0.455,0.019,0.000
pdmx:QmYKGywaDPtPW963PirjmXoCNWcpdccpkmKXy6vgyFpCmK,pdmx,Maurício Troian,Transposição dos Solfejos,,,5,dummy-v0,0.319,0.668,0.009,0.004,0.000,0.000
pdmx:QmYLvHqa4dswa8EZfffVzr53UzKF9yYdz7x7j1RC71w1dN,pdmx,Luigi Legnani,Caprice No. 21,,,3,dummy-v0,0.421,0.325,0.133,0.066,0.054,0.000
pdmx:QmYNQsR4EEdM9QqYVAUB8Ux53Pfq4DiWzGhBrtjALWP18w,pdmx,Mykola Dmytrovych Leontovych,Shchedryk_CarolOfTheBells-solo_guitar,,,5,dummy-v0,0.161,0.522,0.088,0.103,0.126,0.000
pdmx:QmYQc1qpPFy7mBKPotyQhQqYdXHMtEAVddP6L97ryXECoE,pdmx,作曲：市川 昭介 編曲：小関 佳弘,大阪しぐれ,,,5,dummy-v0,0.024,0.403,0.148,0.297,0.127,0.000
pdmx:QmYS5RgATGcwxTXVnzU3DrQ7oXnUPtazSfh3dvgnmyXcdr,pdmx,Fernando Sor,Opus 031.09 - Allegretto,,,6,dummy-v0,0.178,0.032,0.440,0.316,0.035,0.000
pdmx:QmYSx5QCj5rPZVHb7SHYKF3rNVv9GVXKRzJLJL98JHSojU,pdmx,Danny Vera,Roller Coaster,,,5,dummy-v0,0.000,0.699,0.033,0.251,0.016,0.000
pdmx:QmYVrpr9B2CmbQLwvkwwrfDBDRUU6xg7ET8MZESXRzFmvp,pdmx,Johnny Cash,I Walk The Line,,,3,dummy-v0,0.822,0.002,0.134,0.032,0.010,0.000
pdmx:QmYY91puRp853QR9Tf2SJH3bAj6sTMDrHNfpS1fyAbkQHR,pdmx,Fernando Sor,Andante,,,7,dummy-v0,0.095,0.215,0.231,0.392,0.068,0.000
pdmx:QmYbNh279KdQTzUpAD4NhG8JkU4Y4CpwoeWaFko9BsGSGo,pdmx,Gabriel B,Estudio,,,7,dummy-v0,0.000,0.206,0.115,0.570,0.108,0.000
pdmx:QmYbssrnL8wWfL5HDb3osGKJYq6fse5GrNpvsw5XaTJQoB,pdmx,Autor y Compositor: Ángel Anibal Rosado,Cariñito,,,5,dummy-v0,0.103,0.402,0.330,0.123,0.041,0.000
pdmx:QmYji4voWY45Bs86MVzBEs6c322jxoEV6bdH8EhBiKvGmo,pdmx,Isaac Albéniz,Granada,,,7,dummy-v0,0.000,0.005,0.024,0.950,0.021,0.000
pdmx:QmYnaoNLbcJQrHnQgxHcyYi7jwb9nADNpkrTUYWNBXxs3q,pdmx,Isaac Albeniz,Sevilla,,,7,dummy-v0,0.000,0.000,0.120,0.839,0.041,0.000
pdmx:QmZ2JSSWFornypHbZDT9F5Lfu1cmLqE6AuozhBdbis4fgF,pdmx,Ferdinando Carulli,Andante in G,,,3,dummy-v0,0.958,0.009,0.030,0.001,0.001,0.000
pdmx:QmZ4eG6x3QLEgEawTdnnG5HQbxz292J5hqm77YDKfAau46,pdmx,Fernando Sor,Les Folies d'Espagne,,,7,dummy-v0,0.000,0.004,0.039,0.950,0.006,0.000
pdmx:QmZ57YKVcyrYdgdeZBvdSVv76BsM65pwZVgf5eGkSdMRa7,pdmx,Isaac Albéniz,Mallorca,,,7,dummy-v0,0.000,0.030,0.092,0.865,0.013,0.000
pdmx:QmZ9HHCEnSuG97JpQRQjLREksfRVHe267BQXwHWAsdtZL9,pdmx,Francisco Tárrega,Mazurka,,,7,dummy-v0,0.000,0.298,0.181,0.454,0.067,0.000
pdmx:QmZ9Y5vVLGF8oLKLZXabGxLzMXFoqfW7AgMR9mkwxezgb2,pdmx,Matteo Carcassi,Andante Grazioso,,,7,dummy-v0,0.000,0.010,0.099,0.853,0.038,0.000
pdmx:QmZNQx6WUKNaaCzYSmdEbWvmtsTzCM65wqvPhAtJWj1ex3,pdmx,Chopin,nocturne 27:2,,,7,dummy-v0,0.000,0.004,0.027,0.939,0.031,0.000
pdmx:QmZQboyqKgyGn4ZkAfJo1USg5VwHftn2pL77FL9K3xJ75L,pdmx,Stanley Myers,Cavatina,,,7,dummy-v0,0.001,0.285,0.234,0.396,0.084,0.000
pdmx:QmZSn1bN4Rh5TZNUN1jtcsnb5uBZj4DknowaKjvMWqdwMq,pdmx,Johann Kaspar Mertz,Elegie,,,7,dummy-v0,0.000,0.000,0.000,1.000,0.000,0.000
pdmx:QmZTRn382kqLPmWPbSHyGxV1zfRQ1PoUUJGHVh95ek8MZK,pdmx,Anonymous,El Bejuquero,,,5,dummy-v0,0.001,0.495,0.200,0.146,0.158,0.000
pdmx:QmZXSRV4y6RN7yYSpj2k6b7CntLoSQs9kwx4cr1LfM9k4W,pdmx,Miguel Ríos,Himno de la Alegría 3,,,3,dummy-v0,0.979,0.020,0.000,0.000,0.000,0.000
pdmx:QmZYufwy5BnyU38gogeeZrFUmEKUgsFMdvtSMXZadddaMf,pdmx,Fernando Sor,Andante,,,5,dummy-v0,0.250,0.337,0.137,0.242,0.034,0.000
pdmx:QmZaRtas5L1crPrkw7TJgLtGzJhG5pUcZqqWbP9K4CUyq3,pdmx,Johann Sebastian Bach,Cello Suite No. 1,,,6,dummy-v0,0.265,0.007,0.466,0.023,0.231,0.008
pdmx:QmZg7dnXmoh1qzj7ogBJJKJxPNY4FdS35S8qHFw16aBqeq,pdmx,"Toru Minegishi, Shiho Fujii",Calamari Inkanatation,,,6,dummy-v0,0.006,0.012,0.825,0.105,0.053,0.000
pdmx:QmZmDMzV8bieZ3wvj2sqGEDvLjCP79xRxH5Kd9MjDJL92X,pdmx,Luigi Legnani,Caprice No. 10,,,3,dummy-v0,0.743,0.082,0.117,0.039,0.020,0.000
pdmx:Qma3QGrTDwxprd3anxSG9N5d9iDsy1KCgTS3h8Bj1hgEHj,pdmx,AcousticRenegade,Finger Picking Part 2,,,5,dummy-v0,0.129,0.722,0.108,0.035,0.005,0.000
pdmx:QmaJKzkaJRASFPvMFaQEahCm1qMzTWRaYGgkD4b417ueNt,pdmx,Yuki Kajiura,Starting the case: Rail Zeppelin,,,7,dummy-v0,0.000,0.216,0.186,0.445,0.153,0.000
pdmx:QmaLDCYfKBhtTExETwMKDn77nXwFHMhDPAF5ERLVFzMyAs,pdmx,Isaac Albéniz,Asturias,,,7,dummy-v0,0.000,0.015,0.084,0.901,0.000,0.000
pdmx:QmaMiUym7gi6CMdJ9XBDT18ehBxFtb7CizgnNMoLERwPtC,pdmx,Francisco Tárrega,El Columpio,,,7,dummy-v0,0.000,0.441,0.042,0.442,0.074,0.000
pdmx:QmaP4T2w1H6WtYxCHxwH3Qthyhxv1LATJmG8g7xrgQiE4h,pdmx,Arranged by Jake Russell,Russian Folk Song,,,5,dummy-v0,0.029,0.413,0.174,0.194,0.190,0.000
pdmx:QmaS5oMC4bfZjZjjsYSudq1qSEbuqcoHDgqu1kYXEN6fdf,pdmx,Francisco Tárrega,Estudio de Velocita,,,5,dummy-v0,0.193,0.561,0.126,0.075,0.045,0.000
pdmx:QmaaZYKGyKQ9KdcEjzeL1xp5EKRnFgJ54Y7Qgi1oyRgsjK,pdmx,Popular,Estrellita ¿dónde estás?,,,5,dummy-v0,0.444,0.556,0.000,0.000,0.000,0.000
pdmx:QmadpaTc1jcUtGoHZSu2FkRrfpSjXpEUvRZdXEGgsc1pxQ,pdmx,Gaspar Sanz,La miñona de Cataluña,,,6,dummy-v0,0.000,0.000,0.994,0.006,0.000,0.000
pdmx:QmaeaXn6nNMhTZcVHCszKtx3VzwQgBhQsSfTXm42pjbZuY,pdmx,Haden Cossitt,Destined to be scandalous (Guitar 3),,,8,dummy-v0,0.000,0.006,0.007,0.043,0.944,0.000
pdmx:QmajYcUhRyEHf6Hvi7eGEtpKyWDEUJyVQyFDAsjgauSMnu,pdmx,E. Pujol,Romanza,,,7,dummy-v0,0.000,0.079,0.062,0.484,0.375,0.000
pdmx:QmamcFe2TUS1Ntrfk8EMsV7vVj75gjM9PTQr1UQEnV5ko1,pdmx,Francisco Tárrega,Preludio No. 8,,,5,dummy-v0,0.000,0.433,0.289,0.151,0.127,0.000
pdmx:Qmapukvh7aevHvdKdSzYfqdrW7x4oubQu6g4q3NtgUaCp8,pdmx,Soda Stereo,Zoom,,,8,dummy-v0,0.000,0.028,0.005,0.187,0.780,0.000
pdmx:QmapvxtaK5gswPE1rwChZr2R4iE1thjuNjfzo6HwuEqa1d,pdmx,the Beatles,When I am sixty four,,,7,dummy-v0,0.000,0.294,0.032,0.589,0.085,0.000
pdmx:QmatUcSMsHwUGXuieiypCWpsarmLJeZpbEw7u3pk61neju,pdmx,Francisco Tárrega,Estudio de Cramer,,,6,dummy-v0,0.000,0.299,0.380,0.273,0.048,0.000
pdmx:QmayoyDaW8i4Dbn367LxNNY9yHHy9assMF6kdAQdUgeNMo,pdmx,Dúo Dinámico,Resistiré,,,3,dummy-v0,0.714,0.044,0.065,0.089,0.088,0.000
pdmx:QmazG947iyThs6vQR2wo3dryBZaFFM5Pkw9938fW9aEHcS,pdmx,John Pachelbel,Canon in D Maj,,,6,dummy-v0,0.094,0.015,0.540,0.247,0.104,0.000
pdmx:Qmb26rWhtURDr6GU4rRWqtNxLzGa9BWjXug5YvU2MF1f8R,pdmx,"Call, Leonhard von","Sonate No.2, Op.22",,,7,dummy-v0,0.000,0.000,0.010,0.988,0.001,0.000
pdmx:Qmb4fV3H5EfcuPQq6dtrM58thjzDCAxGcZ1cpdkHQgtGJ7,pdmx,Bach,Gavotte,,,7,dummy-v0,0.002,0.080,0.213,0.678,0.027,0.000
pdmx:Qmb5QmN4KyPHz9QPFXnp7dAxTw8UANNz1KboWkmGnXdknZ,pdmx,Eurico Tosselli,CELEBRE SERENATA,,,3,dummy-v0,0.630,0.301,0.052,0.012,0.005,0.000
pdmx:Qmb8X8sqA6FXAYXXU1CVKW7RngBhT43vpWSBXMkaBHt7YV,pdmx,Giuliani,Tre Sonatine - No.1 - Rondo,,,5,dummy-v0,0.108,0.426,0.293,0.166,0.007,0.000
pdmx:QmbBd9dSmEawv2jNydrEAr3gDRur2TCCMCghWZ82tDAb6z,pdmx,Chris Hall,Guitar Test,,,7,dummy-v0,0.004,0.230,0.372,0.385,0.010,0.000
pdmx:QmbRs44bedu2djaZUAskLufdXn6co4yDyYtmdaRnvMF23r,pdmx,"a-ha, Arr. U. Richter",Take On Me,,,3,dummy-v0,0.663,0.126,0.170,0.034,0.007,0.000
pdmx:QmbVRSXooMHGZiBXMq7pjpTgLkeYm7HVyBGC2Ty43YG3qf,pdmx,Toby Fox,Undertale - Home,,,5,dummy-v0,0.000,0.465,0.010,0.133,0.392,0.000
pdmx:QmbeHcBs88EwNJrjo2aStcWH323QpJz2ZDvisxVu7J9W6g,pdmx,Francisco Tárrega,Preludio No. 14,,,3,dummy-v0,0.292,0.166,0.291,0.150,0.101,0.000
pdmx:QmbgwPJebpPKRz51C6NgDCu2HhBVacK6TCaHdpyYfjDBzF,pdmx,Trad,Greensleeves,,,6,dummy-v0,0.140,0.247,0.563,0.019,0.031,0.001
pdmx:QmbhDsq7TVfz4hVwdqq76RPJ38E9sKU7CyLKECAr2qpGP9,pdmx,Francisco Tárrega,Preludio No. 1,,,5,dummy-v0,0.003,0.558,0.191,0.192,0.056,0.000
pdmx:QmbmbK5vCx7nMHaszsoQrFGazZxG3pCfkUP7U7W5QCpFzi,pdmx,Giulio Regondi,Etude No 3,,,6,dummy-v0,0.000,0.000,1.000,0.000,0.000,0.000
pdmx:QmbnLWyobEg7vvkgwQxh4C8uwqGqFnpnjMG5VNCWNpZ6SE,pdmx,Cat Stephens,Father and Son,,,3,dummy-v0,0.942,0.057,0.002,0.000,0.000,0.000
pdmx:Qmbv1YuMvL1wtEt2VKccbSGidbbrYJxfjXno2sRqaYKkPj,pdmx,Francisco Tárrega,Isabel,,,7,dummy-v0,0.000,0.234,0.156,0.402,0.208,0.000
pdmx:QmbxSDdxZ28541cRVPm8arqtdepy2REGkYLubzXxtKbkAJ,pdmx,Fernando Sor,Vingt-quatre Petites Pièces Progressives pour la Guitare,,,7,dummy-v0,0.000,0.000,0.000,1.000,0.000,0.000
pdmx:Qmc37Jj2hf83KABDZM9Uu4viSUbZf8MaMb2XctCt4oBCnY,pdmx,Francisco Tárrega,Estudio,,,6,dummy-v0,0.215,0.266,0.278,0.141,0.099,0.000
pdmx:Qmc5U1fJ13DDVdL4n6LPaRdtUmRBbmFZrhWpBF5DKN4G5C,pdmx,Greece,Laziko,,,5,dummy-v0,0.014,0.908,0.050,0.025,0.004,0.000
pdmx:Qmc7pM8YMM4qmzYUy989JtSjDeCuofgQqkgy4N44MCXzrJ,pdmx,Stahl,Derby Polka,,,7,dummy-v0,0.001,0.125,0.279,0.531,0.064,0.000
pdmx:Qmc9vnh3J2TCfbqLK8f8cT1wP9CiB2fvVf9uWwumFvw5YS,pdmx,Joaquín Turina Pérez,Fandanguillo,,,7,dummy-v0,0.000,0.031,0.238,0.678,0.054,0.000
pdmx:QmcGHxAnMfs7zaVbfdqypZty2JzHo4JQeuTxHRXSkyM3dN,pdmx,John Dowland,Mr. Dowland's Midnight,,,7,dummy-v0,0.036,0.051,0.273,0.508,0.131,0.000
pdmx:QmcHL7nRGQgSL5kgRM9tVioEYi9rhArzrTYXSDbuhS5FV1,pdmx,Rodolfo Vidal,Mapeando a Viola Caiçara (Corda 5 - D1),,,5,dummy-v0,0.111,0.889,0.000,0.000,0.000,0.000
pdmx:QmcJ7d8nt1J5s6zyFLbPT6pF4zfU7UeHWLsRuU1oGtMdUi,pdmx,Pablo Viva,12 Bar Blues in C,,,3,dummy-v0,0.997,0.000,0.003,0.000,0.000,0.000
pdmx:QmcKzCS4ow5Qq3d4KwUSBGyGk9AM3rfxnGqp3RpkbxHaPL,pdmx,Bartolomé Calatayud,Guajirita,,,5,dummy-v0,0.001,0.587,0.309,0.093,0.010,0.000
pdmx:QmcVpiBBusErgLS8S2wq6EonRifnUpZYNyBVC2v527T6tq,pdmx,Daniel Fortea,Estudios Poéticos - Dialogando,,,5,dummy-v0,0.013,0.495,0.258,0.109,0.125,0.000
pdmx:QmcZGjt7oF99tL4ffwsS1jGbYwU1wrHNs5AGAXaHBUxWbF,pdmx,Hadden Cossitt,Destined to be scandalous,,,8,dummy-v0,0.003,0.009,0.014,0.062,0.912,0.000
pdmx:QmcaX3hp7SCf3ZRnrENL7HPorFjbkgxodvCHQLGPLb9vjY,pdmx,Isaac Albéniz,Tango,,,7,dummy-v0,0.000,0.259,0.113,0.627,0.002,0.000
pdmx:Qmcb6wifJbSXQHnEcDcZCCTYnjESVkYxYax9DH8Srahpzt,pdmx,Django Reinhardt,Tears,,,5,dummy-v0,0.000,0.324,0.251,0.301,0.124,0.000
pdmx:QmcdwTqT2DasA1a6duuxcmLNkwURpGGJPCQXq1y8go9vjc,pdmx,Luigi Legnani,Carpice No. 01,,,7,dummy-v0,0.013,0.304,0.149,0.484,0.050,0.000
pdmx:Qmcgs76azinB9yQhdDYdtxANyCGnNRoztYusifLBEC9rjr,pdmx,Yraider,La Paloma,,,5,dummy-v0,0.000,0.658,0.099,0.225,0.018,0.000
pdmx:QmcutkSuMS5fQJNTLD3ovRQ67pA2oFit6B4PKTtM9vZDX3,pdmx,Chopin,Tistesse prelude,,,7,dummy-v0,0.000,0.076,0.184,0.520,0.219,0.000
pdmx:QmcyFqqjwK6uym8uhtivrruBtiAjpTqk1VtUJNYNwTywaF,pdmx,Danny Vera,Roller Coaster,,,5,dummy-v0,0.005,0.501,0.096,0.368,0.030,0.000
pdmx:Qmd5W1AH7mvNJMebHDrf2TctBhc3c6pVZibXAJnvHTAqP2,pdmx,M. Giuliani,la Rose,,,7,dummy-v0,0.000,0.277,0.199,0.471,0.052,0.000
pdmx:Qmd8rQKDzPQpp9NvfhQJbgbymCkJNjGPvTuPwktmNWYnkE,pdmx,Giulio Regondi,Etude No. 1,,,6,dummy-v0,0.000,0.000,1.000,0.000,0.000,0.000
pdmx:QmdF7JxZLdwTshkF7LyuKXGKKphjeGqFXQxRFGmY3HiVdx,pdmx,Ross Ingram,FMajor Sweep Chop Builder (E-A-D-G-C-F) tuning,,,3,dummy-v0,0.659,0.130,0.136,0.050,0.025,0.000
pdmx:QmdHpm7jeZzyNjNUdrrnSscMDmyeApdjxdqQfEMoPYJUqp,pdmx,Anonymous,English Folk Song,,,3,dummy-v0,0.565,0.334,0.048,0.040,0.013,0.000
pdmx:QmdLSeThUzVttGYv65wYDZww3gbRAuwUSWkwqWjCM8HYrV,pdmx,F. P. Herrera,Tu y Yo,,,7,dummy-v0,0.001,0.072,0.407,0.477,0.042,0.000
pdmx:Qmday6YCkYuYNS1GN5FY5JZDAjH7waYd9PSHquTWPxnwcr,pdmx,Maxim Chistyakov,Безысходность,,,3,dummy-v0,0.627,0.344,0.025,0.004,0.000,0.000
pdmx:Qmden84PosrVQaheCFwZTL9AUvbo6DXHebjA1Fk2X7CTzv,pdmx,Estelle Luong,Starting Over,,,3,dummy-v0,0.486,0.457,0.036,0.014,0.007,0.000
pdmx:Qmdj6orYTocUJMsMbECZjzYBCtJRXseitRFFrCdZXGti32,pdmx,Gabriel B,Cataluña,,,6,dummy-v0,0.015,0.106,0.403,0.105,0.372,0.000
pdmx:QmdjN1VPgNxewCgR8MzUhckZDf6Qu3mBkNv8YYSN45jd1V,pdmx,Lee Sollory,King of the Jungle,,,5,dummy-v0,0.044,0.704,0.159,0.041,0.052,0.000
pdmx:QmdqEEExZTccY176uufx3X3GeNrrgiLQcuvyvrUSoDrXP2,pdmx,Enrique Granados,Oriental,,,7,dummy-v0,0.000,0.218,0.042,0.680,0.059,0.000
pdmx:QmdrJJ4b6pccGHYHuttaf23yEEunet2xyGajgKfihDwbgH,pdmx,Francisco Tárrega,Paquito,,,7,dummy-v0,0.000,0.108,0.154,0.695,0.043,0.000
